12892	12264
12892	12264
14679	14771
14771	11618
12478	14771
12892	13830
13830	12892
14771	12478
12892	11618
11618	12892
12892	11618
11618	12892
12892	11618
11618	12892
11618	12892
12892	11618
14771	14747
14747	14771
14771	11618
14771	11618
14747	12892
14771	11618
11618	14771
11618	14771
14771	12889
14771	12892
12892	14771
11618	14771
14771	12892
11618	14771
14771	11278
13930	14771
14771	13930
14771	13930
13930	14771
14771	13930
13930	14771
14771	10423
10423	14771
14771	14057
10423	14771
14771	10423
14771	12478
13930	12892
12892	13930
12892	13930
12478	14771
13930	12892
14771	12478
12478	12889
12889	14771
12478	14771
12889	12478
14771	12478
12478	14771
12478	14771
11278	14771
12892	13204
13204	12892
11697	12892
12892	11697
12892	11697
11697	12892
14771	11697
11697	14771
14771	12478
14771	10721
10721	14771
14679	14771
14771	10721
10721	14771
10721	14771
14771	10721
12892	10721
10721	12892
10721	12892
12892	10721
10721	12892
12892	10721
12478	12892
12892	12478
12892	12478
12478	12892
12478	12892
12478	12892
12892	12478
12478	12892
12478	12892
12892	12478
12892	12478
12892	12478
12889	12892
12889	12892
12889	14771
14771	13830
12892	12889
12889	12892
12892	12889
12892	12889
13830	14771
12892	12889
12889	12892
12173	14771
14771	12173
12892	12173
14262	14771
12173	12892
12264	14771
12264	14771
11259	12953
14771	11259
11259	14771
14771	11259
11259	14771
11259	14771
14771	11259
11259	11278
11259	12889
11278	11259
11278	11259
14771	14747
14771	14747
14771	14747
14747	14771
14771	14747
14747	14771
14747	14771
14747	14771
11259	12953
12953	11259
11259	12953
12953	11259
12953	11259
12264	14771
12892	14747
14747	12892
12889	11259
12892	14747
12892	14747
14747	12892
14057	14771
14771	14262
14057	14771
14771	14057
14771	14057
14771	12264
14771	11292
11292	14771
11292	14771
14771	11292
11292	14771
14771	12264
14771	11292
11259	12892
11259	11278
12892	11259
11259	11278
12892	11259
12892	11259
11259	12892
11278	11259
11259	12892
14771	12889
12892	14771
12264	12892
14771	12889
12889	14771
12889	14771
14771	12889
14771	12889
12889	14771
14771	12264
14771	12889
12889	14771
14771	12889
12889	14771
14771	12889
14771	12892
12892	14771
12892	14771
14771	12892
12892	14771
14771	12892
12892	14771
14771	12892
12892	14771
14771	12892
14771	12892
12892	14771
14771	12892
12892	14771
12892	14771
14057	14771
14771	12892
14771	14679
14771	14679
14679	14771
14771	14679
14771	14679
14679	14771
14771	14679
14679	14771
14771	14679
14679	14771
12264	12892
11697	14100
14100	11433
11433	14100
14100	11697
10721	10821
10821	10721
10721	13577
13577	11697
13487	10821
13204	11042
11042	13204
12889	11042
14747	12889
11042	12889
12889	14747
11298	14679
14679	11298
10721	11433
11433	10721
14679	11292
11292	14679
11433	12889
12266	10821
10821	12266
13577	10874
10874	13577
11697	13577
13577	10721
12892	10821
13204	11618
11697	13204
13204	10158
13204	11618
10821	12892
10397	11298
10158	10397
11618	13204
11618	13204
11298	10397
12953	11697
11697	12953
11697	12953
12892	11042
11042	12892
12889	11433
13796	12889
14679	10821
11433	13487
12266	12889
12889	14747
10821	14679
13198	13204
12953	11697
13204	13198
12266	12889
12266	13930
11697	15024
11298	10821
14747	12892
11298	12889
12889	11298
13930	13796
15024	11697
12889	11298
14100	11298
12892	12266
12266	12892
10397	10721
14635	13930
13930	10397
13930	14635
13930	12953
10158	13204
10721	10158
11697	10397
10397	11697
11042	13577
13577	11042
10158	11697
14747	10821
11697	10821
11042	10397
10397	11042
12889	14679
13930	12889
10158	10721
13204	10158
12892	14747
11298	10721
10158	11697
11697	10158
10821	14747
12892	14100
14100	12892
11697	10158
14100	13487
13487	14100
13487	12266
12889	12266
14747	12889
14057	12889
13930	12266
12889	12266
13577	12953
10821	11697
10158	13204
13204	11697
10721	10821
10821	11697
13204	14025
14025	13204
13204	14100
14100	13204
12892	11697
10158	13204
11433	11298
12266	15304
15304	12266
11433	12953
13487	12892
13204	10158
12892	12266
12266	12892
11042	11298
11298	13495
11298	11042
13495	11298
12953	13930
10397	10158
11697	12892
10158	15304
12266	13487
11433	12953
12953	13577
13198	11433
15304	10158
13577	10158
11697	11292
12889	13930
14679	12889
13930	12889
12889	13796
14679	12889
12889	14057
13796	12889
12266	10397
10397	12266
13930	10821
10821	13930
14100	12889
10732	11697
12266	14747
14747	12266
10158	13577
11697	11433
10821	13487
13487	11292
11292	13487
15304	10821
10821	15304
13204	10874
10874	13204
11433	11697
12889	11433
12889	14100
10397	11697
12892	10397
10397	12892
11697	10397
13204	11298
13204	11298
13796	11298
13930	11697
11697	10821
13577	12898
10821	10721
11697	10821
12898	13577
11697	12265
11433	11697
10721	11042
11042	11697
10721	13204
12892	13487
13930	11697
13487	10397
12892	11292
13204	10721
11298	14122
14122	13577
13577	14122
14122	11298
11042	10721
11697	11042
10821	11697
12889	13930
11292	12892
12892	13796
14025	11697
10397	13487
13495	10397
12889	13930
13930	11697
11697	13930
13930	12889
11697	13930
12889	13495
11298	12889
11697	11298
11298	11697
12889	11298
11433	13198
12953	11433
11697	13930
10397	13495
13495	12889
11298	14100
12266	13930
12892	13495
13796	12892
13796	12892
11433	12889
11697	11433
12889	14679
13796	12892
11697	10874
10874	11697
11618	11697
11697	11618
11618	11697
11697	11618
11618	11697
11697	11618
10821	13577
13577	10821
10397	13930
10874	12889
12889	10874
10721	10397
11292	12889
12889	12892
12889	11292
12892	12889
13930	14679
14679	13930
11433	10397
10397	13204
11433	10397
14747	11433
12892	13796
13796	10821
13495	11042
10821	13796
13796	12892
11042	13495
13930	12266
10397	14100
11697	10397
11697	12953
11433	14635
10721	11697
13487	10721
11697	10721
15304	11697
12889	13487
13487	13930
13487	13930
10721	11697
11697	15304
10721	13487
11697	10721
13495	13204
11697	12266
12266	14679
12892	13198
13204	13495
11292	13930
11292	13930
12892	11292
13930	12953
12889	10721
10721	12889
14057	13930
13930	14057
11697	13495
13495	12266
11697	13495
10821	11298
14635	10821
10821	14635
13495	11697
10397	13204
13204	11697
11697	13204
13204	10397
14635	11433
12266	13495
13495	11697
10821	12889
12889	10821
11618	12266
11433	12892
11697	14843
12953	11697
11433	12892
12892	11433
13487	13930
13930	10721
12892	11433
11697	12953
14843	11697
11433	12889
12889	13796
12266	11618
12266	11292
13204	12266
13577	14100
14100	13577
11298	12953
11292	12889
11298	11292
12889	12892
11292	11298
12889	11292
12892	12889
11697	12898
12898	11697
15304	13930
13930	15304
12892	13930
13930	12892
11298	11433
12892	13930
13930	12892
12892	14747
14747	12892
11298	13487
13487	11298
13930	13487
13487	12889
13930	13487
10397	11433
13204	10397
10397	11433
11433	14747
10721	13930
13930	13487
11697	12889
12953	11697
10821	13204
11433	10821
10821	11433
13204	10821
13198	12892
12889	11433
11618	13577
13577	11618
11433	13204
13204	14843
13204	11433
10397	12889
12889	10397
13495	11433
10821	13930
13930	13495
12889	13198
11298	12889
14025	13577
13577	14025
10821	10397
11298	13577
13577	11298
10397	10821
11292	12266
